Table,State_Code,District_Code,District_Name,Rural_or_Urban,Literacy,Total_Population,Male_Population,Female_Population,Total_Main_Workers,Total_Main_Male_Workers,Total_Main_Female_Workers,Total_Marginal_Workers,Total_Marginal_Male_Workers,Total_Marginal_Female_Workers,Seeking_Total_Workers,Seeking_Male_Workers,Seeking_Female_Workers,Total_Person_Nonworkers,Total_Male_Nonworkers,Total_Female_Nonworkers,Total_Person_Nonworkers_Seeking,Total_Male_Nonworkers_Seeking,Total_Female_Nonworkers_Seeking
B0103,29,573,District - Mandya,Urban,Technical diploma or certificate not equal to degree,5616,3954,1662,3156,2317,839,272,217,55,118,96,22,2188,1420,768,622,420,202
B0103,29,573,District - Mandya,Urban,Graduate and above other than technical degree,22118,13757,8361,13348,10771,2577,928,631,297,292,189,103,7842,2355,5487,1741,720,1021
B0103,29,573,District - Mandya,Urban,Technical degree or diploma equal to degree or post-graduate degree,7630,4685,2945,4593,3234,1359,272,152,120,121,61,60,2765,1299,1466,948,427,521
B0103,29,574,District - Hassan,Total,Total,1776421,883667,892754,752387,512731,239656,151193,47721,103472,27051,14489,12562,872841,323215,549626,56818,24268,32550
B0103,29,574,District - Hassan,Total,Illiterate,551165,214831,336334,200951,100714,100237,50153,7870,42283,4510,1305,3205,300061,106247,193814,3798,812,2986
B0103,29,574,District - Hassan,Total,Literate,1225256,668836,556420,551436,412017,139419,101040,39851,61189,22541,13184,9357,572780,216968,355812,53020,23456,29564
B0103,29,574,District - Hassan,Total,Literate but below matric/secondary,681551,362799,318752,281873,204221,77652,52655,18498,34157,8459,4721,3738,347023,140080,206943,12630,5088,7542
B0103,29,574,District - Hassan,Total,Matric/secondary but below graduate,322950,174085,148865,144972,112818,32154,27407,11861,15546,8010,4636,3374,150571,49406,101165,24273,10522,13751
B0103,29,574,District - Hassan,Total,Technical diploma or certificate not equal to degree,29091,21954,7137,15255,12622,2633,2549,1991,558,1516,1235,281,11287,7341,3946,4223,2896,1327
B0103,29,574,District - Hassan,Total,Graduate and above other than technical degree,58350,35898,22452,34361,27751,6610,3535,2093,1442,1527,902,625,20454,6054,14400,5343,2123,3220
B0103,29,574,District - Hassan,Total,Technical degree or diploma equal to degree or post-graduate degree,18913,11211,7702,10163,7244,2919,1240,652,588,696,366,330,7510,3315,4195,3181,1352,1829
B0103,29,574,District - Hassan,Rural,Total,1399658,695583,704075,628200,413617,214583,135334,38094,97240,22798,11629,11169,636124,243872,392252,38938,17126,21812
B0103,29,574,District - Hassan,Rural,Illiterate,474087,182003,292084,186528,91766,94762,47080,6618,40462,3997,1038,2959,240479,83619,156860,2971,641,2330
B0103,29,574,District - Hassan,Rural,Literate,925571,513580,411991,441672,321851,119821,88254,31476,56778,18801,10591,8210,395645,160253,235392,35967,16485,19482
B0103,29,574,District - Hassan,Rural,Literate but below matric/secondary,547492,295532,251960,245272,173046,72226,46879,14762,32117,7067,3707,3360,255341,107724,147617,9067,3692,5375
B0103,29,574,District - Hassan,Rural,Matric/secondary but below graduate,227464,126650,100814,110221,83526,26695,23384,9198,14186,6721,3740,2981,93859,33926,59933,16960,7627,9333
B0103,29,574,District - Hassan,Rural,Technical diploma or certificate not equal to degree,18646,14485,4161,9266,7925,1341,2057,1593,464,1280,1044,236,7323,4967,2356,2921,2031,890
B0103,29,574,District - Hassan,Rural,Graduate and above other than technical degree,27009,18027,8982,16163,13520,2643,2370,1325,1045,1113,661,452,8476,3182,5294,2777,1250,1527
B0103,29,574,District - Hassan,Rural,Technical degree or diploma equal to degree or post-graduate degree,8025,4746,3279,3922,2868,1054,763,377,386,485,247,238,3340,1501,1839,1653,704,949
B0103,29,574,District - Hassan,Urban,Total,376763,188084,188679,124187,99114,25073,15859,9627,6232,4253,2860,1393,236717,79343,157374,17880,7142,10738
B0103,29,574,District - Hassan,Urban,Illiterate,77078,32828,44250,14423,8948,5475,3073,1252,1821,513,267,246,59582,22628,36954,827,171,656
B0103,29,574,District - Hassan,Urban,Literate,299685,155256,144429,109764,90166,19598,12786,8375,4411,3740,2593,1147,177135,56715,120420,17053,6971,10082
B0103,29,574,District - Hassan,Urban,Literate but below matric/secondary,134059,67267,66792,36601,31175,5426,5776,3736,2040,1392,1014,378,91682,32356,59326,3563,1396,2167
B0103,29,574,District - Hassan,Urban,Matric/secondary but below graduate,95486,47435,48051,34751,29292,5459,4023,2663,1360,1289,896,393,56712,15480,41232,7313,2895,4418
B0103,29,574,District - Hassan,Urban,Technical diploma or certificate not equal to degree,10445,7469,2976,5989,4697,1292,492,398,94,236,191,45,3964,2374,1590,1302,865,437
B0103,29,574,District - Hassan,Urban,Graduate and above other than technical degree,31341,17871,13470,18198,14231,3967,1165,768,397,414,241,173,11978,2872,9106,2566,873,1693
B0103,29,574,District - Hassan,Urban,Technical degree or diploma equal to degree or post-graduate degree,10888,6465,4423,6241,4376,1865,477,275,202,211,119,92,4170,1814,2356,1528,648,880
B0103,29,575,District - Dakshina Kannada,Total,Total,2089649,1034714,1054935,914476,582498,331978,83245,38405,44840,14062,8950,5112,1091928,413811,678117,39932,17392,22540
B0103,29,575,District - Dakshina Kannada,Total,Illiterate,423326,170695,252631,102669,40215,62454,12848,3554,9294,1115,511,604,307809,126926,180883,999,350,649
B0103,29,575,District - Dakshina Kannada,Total,Literate,1666323,864019,802304,811807,542283,269524,70397,34851,35546,12947,8439,4508,784119,286885,497234,38933,17042,21891
B0103,29,575,District - Dakshina Kannada,Total,Literate but below matric/secondary,913378,468269,445109,421821,268869,152952,39178,18433,20745,5264,3742,1522,452379,180967,271412,7902,3936,3966
B0103,29,575,District - Dakshina Kannada,Total,Matric/secondary but below graduate,442362,229380,212982,205705,148337,57368,17919,9369,8550,4322,2762,1560,218738,71674,147064,16522,7343,9179
B0103,29,575,District - Dakshina Kannada,Total,Technical diploma or certificate not equal to degree,31858,22291,9567,19070,14953,4117,1152,858,294,486,376,110,11636,6480,5156,2195,1419,776
B0103,29,575,District - Dakshina Kannada,Total,Graduate and above other than technical degree,117083,59372,57711,67164,46494,20670,3669,1850,1819,1214,589,625,46250,11028,35222,6950,2227,4723
B0103,29,575,District - Dakshina Kannada,Total,Technical degree or diploma equal to degree or post-graduate degree,33882,18857,15025,20475,12989,7486,1228,592,636,507,195,312,12179,5276,6903,2742,1027,1715
B0103,29,575,District - Dakshina Kannada,Rural,Total,1093563,541484,552079,512709,312594,200115,55842,23145,32697,8346,5107,3239,525012,205745,319267,17290,7795,9495
B0103,29,575,District - Dakshina Kannada,Rural,Illiterate,255247,100680,154567,71676,28185,43491,9811,2494,7317,724,310,414,173760,70001,103759,479,154,325
B0103,29,575,District - Dakshina Kannada,Rural,Literate,838316,440804,397512,441033,284409,156624,46031,20651,25380,7622,4797,2825,351252,135744,215508,16811,7641,9170
B0103,29,575,District - Dakshina Kannada,Rural,Literate but below matric/secondary,522509,272612,249897,264150,164293,99857,27613,11955,15658,3331,2257,1074,230746,96364,134382,4050,2076,1974
B0103,29,575,District - Dakshina Kannada,Rural,Matric/secondary but below graduate,193084,100828,92256,99294,68303,30991,10971,5034,5937,2478,1480,998,82819,27491,55328,7322,3315,4007
B0103,29,575,District - Dakshina Kannada,Rural,Technical diploma or certificate not equal to degree,12642,8842,3800,7251,5493,1758,614,435,179,280,215,65,4777,2914,1863,1142,709,433
B0103,29,575,District - Dakshina Kannada,Rural,Graduate and above other than technical degree,32646,18369,14277,20313,15004,5309,1584,758,826,557,282,275,10749,2607,8142,2229,772,1457
B0103,29,575,District - Dakshina Kannada,Rural,Technical degree or diploma equal to degree or post-graduate degree,8342,4222,4120,5147,3002,2145,444,174,270,266,91,175,2751,1046,1705,902,285,617
B0103,29,575,District - Dakshina Kannada,Urban,Total,996086,493230,502856,401767,269904,131863,27403,15260,12143,5716,3843,1873,566916,208066,358850,22642,9597,13045
B0103,29,575,District - Dakshina Kannada,Urban,Illiterate,168079,70015,98064,30993,12030,18963,3037,1060,1977,391,201,190,134049,56925,77124,520,196,324
B0103,29,575,District - Dakshina Kannada,Urban,Literate,828007,423215,404792,370774,257874,112900,24366,14200,10166,5325,3642,1683,432867,151141,281726,22122,9401,12721
B0103,29,575,District - Dakshina Kannada,Urban,Literate but below matric/secondary,390869,195657,195212,157671,104576,53095,11565,6478,5087,1933,1485,448,221633,84603,137030,3852,1860,1992
B0103,29,575,District - Dakshina Kannada,Urban,Matric/secondary but below graduate,249278,128552,120726,106411,80034,26377,6948,4335,2613,1844,1282,562,135919,44183,91736,9200,4028,5172
B0103,29,575,District - Dakshina Kannada,Urban,Technical diploma or certificate not equal to degree,19216,13449,5767,11819,9460,2359,538,423,115,206,161,45,6859,3566,3293,1053,710,343
B0103,29,575,District - Dakshina Kannada,Urban,Graduate and above other than technical degree,84437,41003,43434,46851,31490,15361,2085,1092,993,657,307,350,35501,8421,27080,4721,1455,3266
B0103,29,575,District - Dakshina Kannada,Urban,Technical degree or diploma equal to degree or post-graduate degree,25540,14635,10905,15328,9987,5341,784,418,366,241,104,137,9428,4230,5198,1840,742,1098
B0103,29,576,District - Kodagu,Total,Total,554519,274608,279911,258753,162419,96334,20185,9681,10504,3839,2339,1500,275581,102508,173073,13796,5506,8290
B0103,29,576,District - Kodagu,Total,Illiterate,141642,59306,82336,59107,25552,33555,3720,1194,2526,409,157,252,78815,32560,46255,473,157,316
B0103,29,576,District - Kodagu,Total,Literate,412877,215302,197575,199646,136867,62779,16465,8487,7978,3430,2182,1248,196766,69948,126818,13323,5349,7974
B0103,29,576,District - Kodagu,Total,Literate but below matric/secondary,221321,115156,106165,96272,63788,32484,8068,4080,3988,1364,858,506,116981,47288,69693,3173,1350,1823
B0103,29,576,District - Kodagu,Total,Matric/secondary but below graduate,114919,59317,55602,56524,41071,15453,4979,2559,2420,1235,797,438,53416,15687,37729,6084,2389,3695
B0103,29,576,District - Kodagu,Total,Technical diploma or certificate not equal to degree,4351,2666,1685,2256,1558,698,171,129,42,82,60,22,1924,979,945,569,268,301
B0103,29,576,District - Kodagu,Total,Graduate and above other than technical degree,28802,15791,13011,17801,13026,4775,1126,594,532,291,184,107,9875,2171,7704,1814,705,1109
B0103,29,576,District - Kodagu,Total,Technical degree or diploma equal to degree or post-graduate degree,5446,2782,2664,3259,1946,1313,195,97,98,89,35,54,1992,739,1253,672,231,441
B0103,29,576,District - Kodagu,Rural,Total,473531,234161,239370,228414,140222,88192,17630,7994,9636,3224,1911,1313,227487,85945,141542,11487,4725,6762
B0103,29,576,District - Kodagu,Rural,Illiterate,127470,53241,74229,56251,24124,32127,3399,1064,2335,351,128,223,67820,28053,39767,415,145,270
B0103,29,576,District - Kodagu,Rural,Literate,346061,180920,165141,172163,116098,56065,14231,6930,7301,2873,1783,1090,159667,57892,101775,11072,4580,6492
B0103,29,576,District - Kodagu,Rural,Literate but below matric/secondary,192295,100336,91959,87011,56592,30419,7110,3397,3713,1139,685,454,98174,40347,57827,2785,1216,1569
B0103,29,576,District - Kodagu,Rural,Matric/secondary but below graduate,91879,47573,44306,46767,33385,13382,4230,2034,2196,1030,649,381,40882,12154,28728,5057,2040,3017
B0103,29,576,District - Kodagu,Rural,Technical diploma or certificate not equal to degree,3135,1928,1207,1575,1102,473,131,101,30,66,50,16,1429,725,704,479,234,245
B0103,29,576,District - Kodagu,Rural,Graduate and above other than technical degree,20760,11515,9245,12914,9566,3348,881,434,447,236,149,87,6965,1515,5450,1354,553,801
B0103,29,576,District - Kodagu,Rural,Technical degree or diploma equal to degree or post-graduate degree,3615,1793,1822,2129,1256,873,138,63,75,69,26,43,1348,474,874,501,171,330
B0103,29,576,District - Kodagu,Urban,Total,80988,40447,40541,30339,22197,8142,2555,1687,868,615,428,187,48094,16563,31531,2309,781,1528
B0103,29,576,District - Kodagu,Urban,Illiterate,14172,6065,8107,2856,1428,1428,321,130,191,58,29,29,10995,4507,6488,58,12,46
B0103,29,576,District - Kodagu,Urban,Literate,66816,34382,32434,27483,20769,6714,2234,1557,677,557,399,158,37099,12056,25043,2251,769,1482
B0103,29,576,District - Kodagu,Urban,Literate but below matric/secondary,29026,14820,14206,9261,7196,2065,958,683,275,225,173,52,18807,6941,11866,388,134,254
B0103,29,576,District - Kodagu,Urban,Matric/secondary but below graduate,23040,11744,11296,9757,7686,2071,749,525,224,205,148,57,12534,3533,9001,1027,349,678
B0103,29,576,District - Kodagu,Urban,Technical diploma or certificate not equal to degree,1216,738,478,681,456,225,40,28,12,16,10,6,495,254,241,90,34,56
B0103,29,576,District - Kodagu,Urban,Graduate and above other than technical degree,8042,4276,3766,4887,3460,1427,245,160,85,55,35,20,2910,656,2254,460,152,308
B0103,29,576,District - Kodagu,Urban,Technical degree or diploma equal to degree or post-graduate degree,1831,989,842,1130,690,440,57,34,23,20,9,11,644,265,379,171,60,111
B0103,29,577,District - Mysore,Total,Total,3001127,1511600,1489527,1082108,807031,275077,232160,114772,117388,49286,30715,18571,1686859,589797,1097062,92940,39029,53911
B0103,29,577,District - Mysore,Total,Illiterate,1038947,447834,591113,349687,216109,133578,98079,34237,63842,16196,7474,8722,591181,197488,393693,10079,2088,7991
B0103,29,577,District - Mysore,Total,Literate,1962180,1063766,898414,732421,590922,141499,134081,80535,53546,33090,23241,9849,1095678,392309,703369,82861,36941,45920
B0103,29,577,District - Mysore,Total,Literate but below matric/secondary,1015813,528291,487522,317398,252680,64718,69944,38686,31258,15437,10474,4963,628471,236925,391546,23411,8511,14900
B0103,29,577,District - Mysore,Total,Matric/secondary but below graduate,558822,303444,255378,215067,182140,32927,37204,24690,12514,10623,7825,2798,306551,96614,209937,36158,16612,19546
B0103,29,577,District - Mysore,Total,Technical diploma or certificate not equal to degree,37663,28341,9322,22227,18336,3891,2256,1819,437,843,667,176,13180,8186,4994,2950,2091,859
B0103,29,577,District - Mysore,Total,Graduate and above other than technical degree,157559,94277,63282,85949,67955,17994,7853,5572,2281,2453,1772,681,63757,20750,43007,10380,5093,5287
B0103,29,577,District - Mysore,Total,Technical degree or diploma equal to degree or post-graduate degree,57462,36027,21435,29714,21563,8151,2958,1862,1096,925,567,358,24790,12602,12188,5650,2829,2821
B0103,29,577,District - Mysore,Rural,Total,1755714,887500,868214,667491,483222,184269,173461,77950,95511,35814,21656,14158,914762,326328,588434,42384,17972,24412
B0103,29,577,District - Mysore,Rural,Illiterate,761044,326766,434278,287968,176006,111962,84467,27697,56770,13614,5974,7640,388609,123063,265546,6338,1159,5179
B0103,29,577,District - Mysore,Rural,Literate,994670,560734,433936,379523,307216,72307,88994,50253,38741,22200,15682,6518,526153,203265,322888,36046,16813,19233
B0103,29,577,District - Mysore,Rural,Literate but below matric/secondary,624356,335275,289081,212561,167315,45246,52781,27595,25186,11669,7834,3835,359014,140365,218649,12180,4272,7908
B0103,29,577,District - Mysore,Rural,Matric/secondary but below graduate,233446,138627,94819,97981,83626,14355,21846,13959,7887,6582,4945,1637,113619,41042,72577,15683,7808,7875
B0103,29,577,District - Mysore,Rural,Technical diploma or certificate not equal to degree,10144,8187,1957,4959,4293,666,817,686,131,397,333,64,4368,3208,1160,1359,1031,328
B0103,29,577,District - Mysore,Rural,Graduate and above other than technical degree,30216,23195,7021,17713,15875,1838,2430,1955,475,1019,841,178,10073,5365,4708,2795,1799,996
B0103,29,577,District - Mysore,Rural,Technical degree or diploma equal to degree or post-graduate degree,7722,4963,2759,3525,2689,836,516,331,185,307,203,104,3681,1943,1738,1540,866,674
B0103,29,577,District - Mysore,Urban,Total,1245413,624100,621313,414617,323809,90808,58699,36822,21877,13472,9059,4413,772097,263469,508628,50556,21057,29499
B0103,29,577,District - Mysore,Urban,Illiterate,277903,121068,156835,61719,40103,21616,13612,6540,7072,2582,1500,1082,202572,74425,128147,3741,929,2812
B0103,29,577,District - Mysore,Urban,Literate,967510,503032,464478,352898,283706,69192,45087,30282,14805,10890,7559,3331,569525,189044,380481,46815,20128,26687
B0103,29,577,District - Mysore,Urban,Literate but below matric/secondary,391457,193016,198441,104837,85365,19472,17163,11091,6072,3768,2640,1128,269457,96560,172897,11231,4239,6992
B0103,29,577,District - Mysore,Urban,Matric/secondary but below graduate,325376,164817,160559,117086,98514,18572,15358,10731,4627,4041,2880,1161,192932,55572,137360,20475,8804,11671
