CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWorkersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWorkersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Alirajpur (48),465,District - Alirajpur (48),Y,728999,362542,366457,366942,188881,178061,265206,152282,112924,72.27463741,80.62324956,63.41871606,57.42026953,42.57973047,88.90786785,1.634201338,2.125894588,0.797493269,6.534542959,11.09213215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.019726693,-3.086574076,5.247403224,6.431268385,0.405345021,-0.567315004,-0.260764188,0.130938492,0.291795679
Khandwa (East Nimar) (49),466,District - Khandwa (East Nimar) (49),Y,1310061,674329,635732,613573,370227,243346,493149,323863,169286,80.37332151,87.4768723,69.5659678,65.67244383,34.32755617,78.12912527,3.605198429,4.226714441,3.082232753,10.9567291,21.87087473,1713134,884966,828168,647423,435070,212353,625508,425562,199946,96.61504148,97.81460455,94.15737004,68.03462146,31.96537854,74.68825339,7.937228621,5.016562538,2.178069665,10.17988579,25.31174661,0.599066978,0.14267599,1.210361812,1.239083608,-0.807015547,-0.772173169,-0.445740069,0.877311065,1.14761772
Burhanpur (50),467,District - Burhanpur (50),Y,757847,388504,369343,327832,211636,116196,274284,188748,85536,83.66602406,89.18520479,73.61354952,68.81480509,31.18519491,66.24374736,13.56550145,5.189511601,3.007102128,11.99413746,33.75625264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.599066978,0.14267599,1.210361812,1.239083608,-0.807015547,-0.772173169,-0.445740069,0.877311065,1.14761772
Kachchh,468,District - Kachchh ,0,2092371,1096737,995634,778355,626838,151517,688435,593053,95382,88.4474308,94.61025018,62.95135199,86.14509721,13.85490279,39.4237655,16.33124405,9.146833034,8.66254621,26.43561121,60.5762345,1583225,815152,768073,1009578,568621,440957,498552,412736,85816,49.38221712,72.58543037,19.46130802,82.78695101,17.21304899,45.39546527,11.34686051,11.09392802,10.51725798,21.64648823,54.60453473,39.06521368,22.02481981,43.49004397,-3.358146203,-5.97169977,4.984383546,-1.947094981,-1.854711769,4.789122975
Banas Kantha,469,District - Banas Kantha ,0,3120506,1610379,1510127,1247444,835880,411564,1011782,779785,231997,81.10841048,93.28910848,56.36960473,77.07045589,22.92954411,74.79852379,5.878341382,5.526486931,3.015471712,10.78117618,25.20147621,2504244,1297404,1206840,1105054,684361,420693,825135,619626,205509,74.66920169,90.54081106,48.8501116,75.09389373,24.90610627,73.62577033,6.725444927,7.321468608,2.578487157,9.74882898,26.37422967,6.439208792,2.748297421,7.519493126,-1.976562162,1.172753464,-0.847103545,-1.794981677,0.436984556,1.032347203
Patan,470,District - Patan ,0,1343734,694397,649337,554250,382726,171524,445295,353119,92176,80.34190347,92.26417855,53.73941839,79.3000146,20.6999854,69.33538441,5.356449096,6.747886233,3.72112869,14.83915157,30.66461559,1182709,612100,570609,546557,345956,200601,390397,295337,95060,71.4284146,85.36837054,47.38760026,75.65042764,24.34957236,67.40446264,7.422956631,9.390441013,2.979018794,12.80312093,32.59553736,8.91348887,6.895808006,6.351818129,-3.649586955,1.930921771,-2.066507536,-2.64255478,0.742109896,2.036030648
Mahesana,471,District - Mahesana ,0,2035064,1056520,978544,811707,588194,223513,698477,551723,146754,86.05038518,93.79949472,65.65792594,78.98942986,21.01057014,61.20702614,9.17453259,7.657804051,3.982092467,17.97854475,38.79297386,1837892,953842,884050,804433,510508,293925,674306,476671,197635,83.82376158,93.37189623,67.23994216,70.69060634,29.30939366,59.98908507,11.03460447,11.23080619,3.527033721,14.21847055,40.01091493,2.226623595,0.427598496,-1.582016225,-8.298823518,1.21794107,-1.860071877,-3.573002141,0.455058746,3.760074202
Sabar Kantha,472,District - Sabar Kantha ,0,2428589,1244231,1184358,1083862,680813,403049,794411,598053,196358,73.29447845,87.8439454,48.71814593,75.28256784,24.71743216,72.70380194,4.171895908,5.28819465,3.045275053,14.79083245,27.29619806,2082531,1069554,1012977,763966,529097,234869,660364,497253,163111,86.43892529,93.98144386,69.44764954,75.29983464,24.70016536,69.20667995,5.602364756,7.841281475,3.06906494,14.28060888,30.79332005,-13.14444684,-6.137498456,-20.72950361,0.017266797,3.497121984,-1.430468849,-2.553086825,-0.023789887,0.510223577
Gandhinagar,473,District - Gandhinagar ,0,1391753,723864,667889,535286,407938,127348,451665,372325,79340,84.3782576,91.26999691,62.30172441,82.43388352,17.56611648,49.39568043,11.68410216,7.210875317,5.027841431,26.68150067,50.60431957,1334455,697999,636456,587839,374866,212973,463692,344696,118996,78.88078198,91.95179077,55.87374925,74.33727561,25.66272439,51.32523313,11.91480552,10.91823883,4.376396401,21.46532612,48.67476687,5.497475622,-0.681793862,6.427975154,-8.096607915,-1.929552702,-0.230703362,-3.707363514,0.65144503,5.216174548
Ahmadabad,474,District - Ahmadabad ,0,7214225,3788051,3426174,2594647,2127318,467329,2332385,2005563,326822,89.89218957,94.27659616,69.93402935,85.98764784,14.01235216,15.29906083,25.660815,16.30202561,8.091588653,34.6465099,84.70093917,5816519,3074556,2741963,2080785,1664323,416462,1799380,1565581,233799,86.47601746,94.06713721,56.13933564,87.00669119,12.99330881,16.17857262,27.75867243,19.5398415,7.159966211,29.36294724,83.82142738,3.416172109,0.209458956,13.7946937,1.019043357,-0.879511787,-2.097857429,-3.237815892,0.931622442,5.283562666
Surendranagar,475,District - Surendranagar ,0,1756268,909917,846351,724446,504838,219608,586924,470716,116208,81.0169426,93.24100008,52.91610506,80.20050296,19.79949704,63.46102732,10.77584151,6.217159291,5.350948334,14.19502355,36.53897268,1515148,787650,727498,772224,477096,295128,515577,400524,115053,66.7652132,83.95039992,38.98410181,77.68461355,22.31538645,60.14251993,14.14706242,7.857798156,4.380722957,13.47189654,39.85748007,14.2517294,9.290600164,13.93200325,-2.515889412,3.318507388,-3.371220912,-1.640638865,0.970225377,0.723127011
Rajkot,476,District - Rajkot ,0,3804558,1974445,1830113,1479864,1160412,319452,1325344,1107225,218119,89.55849997,95.41654171,68.27911549,83.54246143,16.45753857,38.17567364,22.70927397,11.8631842,6.525928363,20.72593983,61.82432636,3169881,1642018,1527863,1363628,972718,390910,1076054,879567,196487,78.91111065,90.42363768,50.26399939,81.74004279,18.25995721,41.24337626,22.83184673,13.26169505,5.261353055,17.40172891,58.75662374,10.64738932,4.992904028,18.0151161,-1.802418643,-3.067702625,-0.122572759,-1.398510845,1.264575308,3.324210922
Jamnagar,477,District - Jamnagar ,0,2160119,1114192,1045927,848109,647439,200670,721724,604896,116828,85.09802396,93.42903347,58.21896646,83.8126486,16.1873514,50.20838991,15.38940093,8.686838736,6.036656672,19.67871375,49.79161009,1904278,981320,922958,908031,613606,294425,629551,514523,115028,69.33144353,83.85234173,39.06869322,81.72856528,18.27143472,49.89730776,15.6044546,10.73669965,5.268675612,18.49286237,50.10269224,15.76658043,9.576691738,19.15027325,-2.084083323,0.311082147,-0.215053669,-2.049860912,0.76798106,1.185851373
Porbandar,478,District - Porbandar ,0,585449,300209,285240,230608,173491,57117,194853,160273,34580,84.49533407,92.38116098,60.54239543,82.25328838,17.74671162,52.22962952,10.57515152,9.748887623,6.577265939,20.8690654,47.77037048,536835,275821,261014,230908,165415,65493,171164,143280,27884,74.12649194,86.61850497,42.57554242,83.70919119,16.29080881,50.93010212,13.03311444,12.01245589,5.749456661,18.27487088,49.06989788,10.36884214,5.76265601,17.96685301,1.455902809,1.299527391,-2.457962915,-2.263568267,0.827809277,2.594194514
Junagadh,479,District - Junagadh ,0,2743082,1404356,1338726,1124243,802167,322076,943177,756706,186471,83.89440717,94.33272623,57.89658342,80.22947973,19.77052027,63.61064784,8.851254855,8.518549541,4.043991743,14.97555602,36.38935216,2448173,1252350,1195823,1018218,698475,319743,778792,638874,139918,76.48578202,91.46698164,43.75951936,82.03397056,17.96602944,62.74692087,9.51691851,10.38146257,3.690330666,13.66436738,37.25307913,7.408625147,2.865744589,14.13706405,1.804490833,0.86372697,-0.665663655,-1.862913032,0.353661077,1.31118864
Amreli,480,District - Amreli ,0,1514190,771049,743141,657463,453862,203601,529735,426124,103611,80.57259496,93.88845067,50.88923925,80.4409752,19.5590248,65.97770583,12.74448545,6.421701417,3.016602641,11.83950466,34.02229417,1393918,701593,692325,688571,429854,258717,469135,366001,103134,68.13168141,85.14542147,39.86363478,78.01613608,21.98386392,60.8374988,17.01045541,8.115148092,3.04794995,10.98894774,39.1625012,12.44091355,8.743029206,11.02560446,-2.424839124,5.140207033,-4.265969962,-1.693446675,-0.031347309,0.850556914
Bhavnagar,481,District - Bhavnagar ,0,2880365,1490201,1390164,1149997,838106,311891,991660,790320,201340,86.2315293,94.29833458,64.55460401,79.69667023,20.30332977,48.35175363,22.13551015,7.83010306,4.810318053,16.87231511,51.64824637,2469630,1274920,1194710,878489,670353,208136,779876,645721,134155,88.77470293,96.32551805,64.4554522,82.79790633,17.20209367,40.45014849,30.57550175,9.958890901,4.496484056,14.51897481,59.54985151,-2.543173628,-2.02718347,0.099151808,3.101236104,7.90160514,-8.439991592,-2.128787841,0.313833996,2.353340297
Anand,482,District - Anand ,0,2092745,1087224,1005521,845167,627285,217882,690083,569466,120617,81.65049038,90.7826586,55.35886397,82.52137786,17.47862214,64.31704592,8.535784826,6.867000057,3.489435329,16.79073387,35.68295408,1856872,972000,884872,828492,552107,276385,624636,496218,128418,75.3943309,89.87714338,46.46344773,79.44114652,20.55885348,61.94311567,11.58578756,9.307980968,2.748000435,14.41511536,38.05688433,6.256159472,0.90551522,8.895416245,-3.08023134,2.37393025,-3.050002737,-2.440980912,0.741434893,2.375618505
Kheda,483,District - Kheda ,0,2299885,1185727,1114158,934625,674489,260136,723139,594174,128965,77.37210111,88.09246704,49.57599102,82.16594597,17.83405403,69.02697822,5.65119569,6.221487155,3.31084342,15.78949552,30.97302178,2024216,1052823,971393,871660,579694,291966,703363,526134,177229,80.69235711,90.76064268,60.70193105,74.80262681,25.19737319,68.66525535,6.7689088,8.241690279,2.593966416,13.73017915,31.33474465,-3.320256002,-2.668175646,-11.12594003,-7.363319157,0.361722864,-1.11771311,-2.020203124,0.716877005,2.059316365
Panch Mahals,484,District - Panch Mahals ,0,2390776,1226961,1163815,1098069,673920,424149,685871,561832,124039,62.46155752,83.36775878,29.24420428,81.91511232,18.08488768,74.15126168,5.24107303,4.429258563,3.088919053,13.08948767,25.84873832,2025277,1044937,980340,724914,512544,212370,619748,482969,136779,85.49262395,94.22976369,64.40598955,77.92990054,22.07009946,73.7938646,5.970652588,5.39041675,2.572174497,12.27289156,26.2061354,-23.03106644,-10.8620049,-35.16178527,-3.985211777,0.357397077,-0.729579558,-0.961158187,0.516744557,0.816596111
Dohad,485,District - Dohad ,0,2127086,1068651,1058435,998962,540739,458223,553356,416194,137162,55.39309804,76.96763133,29.93346035,75.21270213,24.78729787,79.88365537,2.407853172,3.249445203,5.502605917,8.956440339,20.11634463,1636433,824208,812225,646588,389201,257387,493527,348671,144856,76.3278935,89.58635769,56.27945467,70.64881962,29.35118038,80.87338687,2.978560444,3.697670036,3.793916037,8.656466617,19.12661313,-20.93479546,-12.61872636,-26.34599433,-4.563882511,-0.989731498,-0.570707271,-0.448224833,1.70868988,0.299973722
Vadodara,486,District - Vadodara ,0,4165626,2153736,2011890,1692261,1231811,460450,1359333,1120175,239158,80.32643901,90.93724605,51.94005864,82.40622423,17.59377577,46.95928076,15.01677661,9.293307821,4.753139959,23.97749484,53.04071924,3641802,1897368,1744434,1376793,1027290,349503,1203740,977849,225891,87.43071762,95.18724021,64.63206324,81.23423663,18.76576337,47.21468091,14.85977038,10.80349577,4.619186868,22.50286607,52.78531909,-7.10427861,-4.24999416,-12.69200461,-1.1719876,-0.255400146,0.157006228,-1.510187951,0.133953091,1.474628777
Narmada,487,District - Narmada ,0,590297,301086,289211,294886,174303,120583,194004,141439,52565,65.78949153,81.14547656,43.59238035,72.90519783,27.09480217,83.58281273,2.721593369,2.405105049,1.777282943,9.513205913,16.41718727,514404,263986,250418,301985,168615,133370,178647,130355,48292,59.15757405,77.30925481,36.20904251,72.96791998,27.03208002,77.83282115,4.9236763,4.522326152,1.88192357,10.83925283,22.16717885,6.631917481,3.836221744,7.383337839,0.062722145,5.749991575,-2.202082931,-2.117221102,-0.104640627,-1.326046915
Bharuch,488,District - Bharuch ,0,1551019,805707,745312,627719,468946,158773,527074,424045,103029,83.96655191,90.42512357,64.89075598,80.45264991,19.54735009,52.25869612,16.87542926,7.5507424,3.987675355,19.32745687,47.74130388,1370656,713676,656980,844989,489093,355896,463945,370495,93450,54.90544847,75.75144195,26.25767078,79.85752622,20.14247378,53.51129983,16.3329705,8.871310177,3.442864995,17.84155449,46.48870017,29.06110344,14.67368162,38.6330852,-0.595123697,-1.252603708,0.542458754,-1.320567776,0.54481036,1.485902371
The Dangs,489,District - The Dangs ,0,228291,113821,114470,118257,61329,56928,88038,53926,34112,74.44633299,87.92903846,59.9213041,61.25309525,38.74690475,87.67918399,0.791703583,1.319884595,0.774665485,9.434562348,12.32081601,186729,93974,92755,245526,90393,155133,67782,42236,25546,27.60685223,46.72485701,16.46716044,62.31152813,37.68847187,86.10250509,2.862116786,2.072821693,1.453188162,7.509368269,13.89749491,46.83948076,41.20418145,43.45414367,1.05843288,1.576678899,-2.070413204,-0.752937098,-0.678522677,1.925194079
Navsari,490,District - Navsari ,0,1329672,678165,651507,591947,407986,183961,510192,375602,134590,86.18879731,92.06247273,73.16224635,73.61973532,26.38026468,53.40577665,16.01044313,7.666917553,4.349735002,18.56712767,46.59422335,1229463,628988,600475,643483,386649,256834,463169,338480,124689,71.9784361,87.5419308,48.54847878,73.07915685,26.92084315,53.81880048,18.37687755,8.651701647,3.523335975,15.62928434,46.18119952,14.2103612,4.520541937,24.61376756,-0.540578463,-0.413023832,-2.366434427,-0.984784094,0.826399027,2.937843326
Valsad,491,District - Valsad ,0,1705678,887222,818456,742928,516132,226796,576822,450024,126798,77.64170956,87.19164865,55.90839345,78.01782872,21.98217128,41.17318688,25.45221923,7.310054055,4.716533003,21.34800684,58.82681312,1410553,734799,675754,627302,427454,199848,503345,381462,121883,80.23966128,89.24047968,60.98785077,75.7853957,24.2146043,47.92021377,23.38296794,7.858029781,4.099971193,16.73881731,52.07978623,-2.59795172,-2.048831029,-5.07945732,-2.232433021,-6.747026894,2.069251284,-0.547975726,0.616561811,4.609189525
Surat,492,District - Surat ,Y,6081322,3402224,2679098,2555380,2144835,410545,2407046,2077602,329444,94.19522732,96.86535328,80.24552729,86.31334839,13.68665161,16.77903123,46.42806992,14.59951326,4.610755258,17.58263033,83.22096877,4995174,2722539,2272635,2225087,1669624,555463,1968560,1591859,376701,88.47114742,95.34236451,67.81747839,80.86413419,19.13586581,32.27135571,37.35578291,11.63322429,3.754419474,14.98521762,67.72864429,0.43225386,1.759947481,-1.885277363,-2.628291712,-7.67948399,3.964183177,1.53404354,0.4835267,1.697730573
Tapi,493,District - Tapi ,Y,807022,402188,404834,450718,250824,199894,337373,213780,123593,74.8523467,85.23107837,61.82926951,63.36606664,36.63393336,80.33393307,4.875316045,2.948665127,1.578075305,10.26401046,19.66606693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.43225386,1.759947481,-1.885277363,-2.628291712,-7.67948399,3.964183177,1.53404354,0.4835267,1.697730573
Diu,494,District - Diu ,0,52074,25642,26432,15750,12932,2818,14718,12659,2059,93.44761905,97.88895762,73.06600426,86.01032749,13.98967251,45.26430221,5.489876342,8.601712189,4.640576165,36.00353309,54.73569779,44215,20878,23337,147562,43985,103577,11404,8973,2431,7.728276928,20.40013641,2.347046159,78.68291827,21.31708173,45.97509646,6.506488951,12.47807787,6.094352859,28.94598387,54.02490354,85.71934212,77.48882121,70.7189581,-7.327409216,-0.710794242,-1.016612609,-3.876365678,-1.453776693,7.057549223
